,ORG Name,ORG Link,Size,Sector,Country,Region,Report
0,1time,https://database.globalreporting.org/organizations/4821/,Large,Logistics,za,Africa,"['2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12037/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/25879/']"
1,Abercom Tech,https://database.globalreporting.org/organizations/21062/,SME,Technology Hardware,ug,Africa,['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/70663/']
2,Absa Group Limited,https://database.globalreporting.org/organizations/216/,Large,Financial Services,za,Africa,"['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79635/', '2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/73897/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62464/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/60789/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53633/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/42449/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/27210/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/19435/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/17361/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/11833/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9901/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5012/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3497/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2370/', '2004 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/487/', '2003 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/318/']"
3,Abu Qir Fertilizers Company (AFC),https://database.globalreporting.org/organizations/21839/,Large,Chemicals,eg,Africa,['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/73615/']
4,Accelerate Property Fund,https://database.globalreporting.org/organizations/16430/,Large,Real Estate,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62465/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53448/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53447/']"
5,Accentuate,https://database.globalreporting.org/organizations/6464/,Large,Construction,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74017/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61410/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/59366/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42445/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/32382/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22527/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17606/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17372/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17369/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28458/']"
6,Access Bank Ghana,https://database.globalreporting.org/organizations/16768/,Large,Financial Services,gh,Africa,"['2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62159/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54439/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54438/']"
7,Access Bank PLC,https://database.globalreporting.org/organizations/1065/,Large,Financial Services,ng,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/79328/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62937/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/55309/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/44779/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/35610/', '2014 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/26636/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18739/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/11242/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/10259/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5021/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3503/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2373/']"
8,Acsion Real Estate,https://database.globalreporting.org/organizations/16431/,SME,Real Estate,za,Africa,"['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53450/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53449/']"
9,Acucap Properties,https://database.globalreporting.org/organizations/4820/,Large,Real Estate,za,Africa,"['2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22582/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17370/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14748/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12036/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26613/']"
10,Adapt IT Group,https://database.globalreporting.org/organizations/4819/,Large,Telecommunications,za,Africa,"['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/70323/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62466/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53596/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42446/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/32383/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/22024/', '2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17371/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/14747/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12035/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26618/']"
11,Adcock Ingram Holdings Limited,https://database.globalreporting.org/organizations/4558/,Large,Healthcare Products,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/73825/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60801/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53067/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42657/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/32384/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23519/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/19173/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/14746/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12034/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26619/']"
12,Adcorp,https://database.globalreporting.org/organizations/4818/,Large,Commercial Services,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74049/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/59318/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53643/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/43141/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/34240/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/21400/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/19200/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/14745/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12033/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26652/']"
13,Adrenna Property Group,https://database.globalreporting.org/organizations/4634/,Large,Other,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75464/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60831/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60790/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60832/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60830/']"
14,Advtech,https://database.globalreporting.org/organizations/4633/,Large,Other,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/80007/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/59319/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60874/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/37690/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27208/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/20227/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19058/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18641/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28459/']"
15,AECI,https://database.globalreporting.org/organizations/139/,Large,Chemicals,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/64087/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60854/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61809/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/37695/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27145/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19890/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17368/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14506/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9899/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28466/', '2009 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28465/', '2008 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28464/', '2007 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28463/', '2006 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28462/', '2005 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28460/', '2004 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28461/', '2002 - GRI - G1 GRI - G1: https://database.globalreporting.org/reports/182/']"
16,AFGRI,https://database.globalreporting.org/organizations/3953/,Large,Food and Beverage Products,za,Africa,"['2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17373/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/14744/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/13796/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9921/']"
17,AfrAsia Bank,https://database.globalreporting.org/organizations/16917/,Large,Financial Services,mu,Africa,"['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79010/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62716/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/54912/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/54910/']"
18,Africa Cellular Towers,https://database.globalreporting.org/organizations/4817/,Large,Telecommunications,za,Africa,"['2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12031/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26715/']"
19,African and Overseas Enterprises,https://database.globalreporting.org/organizations/6466/,MNE,Textiles and Apparel,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74019/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62467/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74020/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46695/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34557/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22528/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17387/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17388/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17389/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28467/']"
20,African Bank Investments (ABIL),https://database.globalreporting.org/organizations/217/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/73998/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62468/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57830/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/48848/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/19014/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/20540/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/14505/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/6884/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3521/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3520/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2388/', '2007 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1663/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1145/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/768/', '2004 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/491/', '2003 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/322/']"
21,African Brick Centre Limited,https://database.globalreporting.org/organizations/4816/,SME,Construction Materials,za,Africa,"['2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12030/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28448/']"
22,African Dawn,https://database.globalreporting.org/organizations/4815/,Large,Financial Services,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60855/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53635/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42536/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/34555/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/23979/', '2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17379/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/25165/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12029/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21856/']"
23,African Equity Empowerment Investments (Sekunjalo Investments),https://database.globalreporting.org/organizations/4672/,Large,Other,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62469/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/48846/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/35739/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23509/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18366/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18367/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11871/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/30747/']"
24,African Institute of Corporate Citizenship (AICC),https://database.globalreporting.org/organizations/8878/,SME,Non-Profit / Services,za,Africa,['2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28487/']
25,African Media Entertainment,https://database.globalreporting.org/organizations/9727/,Large,Media,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79563/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/59481/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60875/']"
26,African Sun Ltd,https://database.globalreporting.org/organizations/17122/,Large,Tourism/Leisure,zw,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62256/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55321/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55319/']"
27,Africa Power and Equipment Ltd,https://database.globalreporting.org/organizations/22769/,SME,Equipment,ug,Africa,['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79377/']
28,Africa Prudential Plc,https://database.globalreporting.org/organizations/16950/,Large,Financial Services,ng,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62938/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54980/']"
29,Africa Reinsurance Corporation,https://database.globalreporting.org/organizations/16951/,Large,Financial Services,ng,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62939/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54982/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54981/']"
30,Afrika Tikkun,https://database.globalreporting.org/organizations/13232/,SME,Non-Profit / Services,za,Africa,"['2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42538/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42537/']"
31,Afrimat,https://database.globalreporting.org/organizations/4813/,Large,Construction Materials,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74041/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60856/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53641/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42539/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/33747/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/21401/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19092/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14743/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12027/']"
32,Afriquia Gaz,https://database.globalreporting.org/organizations/22545/,SME,Energy,ma,Africa,['2020 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/78312/']
33,AfroCentric Investment Corporation Limited,https://database.globalreporting.org/organizations/4812/,Large,Conglomerates,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74190/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61332/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57857/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42530/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34558/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23666/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19093/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14742/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/48844/']"
34,AFROX (African Oxygen Limited),https://database.globalreporting.org/organizations/3942/,Large,Chemicals,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/64089/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/67470/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/61824/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60611/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/61630/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/19436/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14741/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/17391/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/9898/']"
35,Agra,https://database.globalreporting.org/organizations/18442/,Large,Agriculture,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74033/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/73999/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61276/']"
36,AGSA,https://database.globalreporting.org/organizations/14933/,SME,Non-Profit / Services,za,Africa,"['2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/48713/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/48712/']"
37,Ah-vest,https://database.globalreporting.org/organizations/6467/,Large,Food and Beverage Products,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60845/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61750/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60506/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61552/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61213/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/25308/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/17392/']"
38,Akaal decor,https://database.globalreporting.org/organizations/18274/,SME,Textiles and Apparel,gh,Africa,['2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/60204/']
39,Alam Group,https://database.globalreporting.org/organizations/22861/,Large,Other,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79713/']
40,Alaris Holdings (former Poynting Holdings),https://database.globalreporting.org/organizations/4703/,Large,Technology Hardware,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62470/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53176/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46603/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46602/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/24585/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18248/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18249/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11902/']"
41,Alert Steel,https://database.globalreporting.org/organizations/4811/,Large,Construction Materials,za,Africa,"['2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19094/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14740/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12025/']"
42,Alexander Forbes,https://database.globalreporting.org/organizations/4810/,Large,Financial Services,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/59359/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53224/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42525/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33460/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22583/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19095/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/14739/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19096/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12024/']"
43,Alexandria Mineral Oils Company (AMOC),https://database.globalreporting.org/organizations/18140/,Large,Energy,eg,Africa,['2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/59711/']
44,ALEXBANK,https://database.globalreporting.org/organizations/19337/,MNE,Financial Services,eg,Africa,"['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/65206/', '2018 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/65227/']"
45,Alexkor SOC Limited,https://database.globalreporting.org/organizations/16448/,SME,Mining,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62471/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53492/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/53491/']"
46,Al Mansour Holding Co. For Financial Investments,https://database.globalreporting.org/organizations/7734/,Large,Food and Beverage Products,eg,Africa,"['2014 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/48191/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/23838/']"
47,Altech,https://database.globalreporting.org/organizations/616/,Large,Technology Hardware,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74022/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74026/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74023/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74034/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/73997/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74016/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/19262/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/28888/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/19156/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5082/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3550/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2416/', '2007 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/28876/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1162/']"
48,Alteo Limited,https://database.globalreporting.org/organizations/17079/,Large,Agriculture,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62717/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55251/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55250/']"
49,Altron (Allied Electronics Corporation Limited),https://database.globalreporting.org/organizations/1081/,MNE,Telecommunications,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/73984/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60833/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/52738/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/42526/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/31387/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/21404/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/17430/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/9318/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/17432/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/5085/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2417/']"
50,Aluminium du Maroc,https://database.globalreporting.org/organizations/22943/,SME,Equipment,ma,Africa,['2020 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79969/']
51,Aluworks Ltd,https://database.globalreporting.org/organizations/16769/,Large,Financial Services,gh,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62160/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54440/']"
52,Amachari Catering Services,https://database.globalreporting.org/organizations/18277/,SME,Food and Beverage Products,gh,Africa,['2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/60252/']
53,Amalgamated Appliance Holdings Limited,https://database.globalreporting.org/organizations/4809/,Large,Household and Personal Products,za,Africa,"['2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/14738/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26369/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/12023/']"
