,ORG Name,ORG Link,Size,Sector,Country,Region,Report
617,Sun Limited,https://database.globalreporting.org/organizations/16942/,Large,Tourism/Leisure,mu,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62934/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62935/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54966/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54965/']"
618,super group,https://database.globalreporting.org/organizations/6699/,Large,Logistics,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60754/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57524/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/43072/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34816/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/23511/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18446/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18447/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18448/']"
619,Sustainability Services,https://database.globalreporting.org/organizations/3997/,SME,Other,za,Africa,['2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/10147/']
620,SustainabilityServices.co.za,https://database.globalreporting.org/organizations/2629/,SME,Other,za,Africa,"['2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/6584/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9923/']"
621,Suzi Products,https://database.globalreporting.org/organizations/1488/,SME,Textiles and Apparel,za,Africa,['2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3334/']
622,Swan General Ltd,https://database.globalreporting.org/organizations/16945/,Large,Financial Services,mu,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62936/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54970/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54969/']"
623,Swaziland Electricity Company,https://database.globalreporting.org/organizations/17078/,Large,Energy Utilities,sz,Africa,"['2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55248/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55247/']"
624,SWT tanners,https://database.globalreporting.org/organizations/22150/,SME,Food and Beverage Products,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79707/']
625,Sycom Property Fund,https://database.globalreporting.org/organizations/4659/,Large,Real Estate,za,Africa,"['2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34817/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22594/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19111/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18383/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11858/']"
626,Syngenta Kenya Cuttings Ltd,https://database.globalreporting.org/organizations/15833/,Large,Agriculture,ke,Africa,[]
627,Tanger MEd,https://database.globalreporting.org/organizations/22939/,Large,Logistics,ma,Africa,[]
628,Tanzania Portland Cement Company Ltd.,https://database.globalreporting.org/organizations/17082/,Large,Construction Materials,tz,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62242/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55256/']"
629,TAQA Morocco,https://database.globalreporting.org/organizations/22950/,Large,Energy,ma,Africa,[]
630,Taste Holdings,https://database.globalreporting.org/organizations/7437/,Large,Food and Beverage Products,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74028/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61614/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57543/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42810/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42804/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22273/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22287/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/22286/']"
631,Telecom Namibia,https://database.globalreporting.org/organizations/16948/,Large,Telecommunications,na,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62712/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54977/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54976/']"
632,Telemasters,https://database.globalreporting.org/organizations/4658/,SME,Other,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74163/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60756/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60755/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57826/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/43074/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/24971/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18384/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18385/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26362/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11857/']"
633,Telkom,https://database.globalreporting.org/organizations/776/,Large,Telecommunications,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74880/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/67501/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57544/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42802/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/33322/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23836/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18642/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/15113/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/9715/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/6649/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4824/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3368/', '2007 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/2268/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1582/']"
634,Terra Mauricia Ltd,https://database.globalreporting.org/organizations/7384/,Large,Conglomerates,mu,Africa,"['2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/44763/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/30965/', '2014 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/22039/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/26021/']"
635,Texton Property (Vunani Property Investment Fund),https://database.globalreporting.org/organizations/4645/,Large,Real Estate,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74146/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74092/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74095/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74140/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74207/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18403/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18402/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11844/']"
636,Thabex,https://database.globalreporting.org/organizations/4657/,Large,Mining,za,Africa,"['2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26363/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11856/']"
637,The American University In Cairo,https://database.globalreporting.org/organizations/21716/,Large,Universities,eg,Africa,[]
638,The Hive Uganda,https://database.globalreporting.org/organizations/22850/,SME,Food and Beverage Products,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79760/']
639,The Lux Collective Ltd,https://database.globalreporting.org/organizations/20819/,,Tourism/Leisure,mu,Africa,[]
640,The Nigerian Stock Exchange,https://database.globalreporting.org/organizations/10706/,Large,Financial Services,ng,Africa,"['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/73864/', '2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/58822/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/52354/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/37717/']"
641,THE PAINT FACTORY,https://database.globalreporting.org/organizations/22152/,SME,Real Estate,ug,Africa,[]
642,Tiger Brands,https://database.globalreporting.org/organizations/4656/,MNE,Household and Personal Products,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/77319/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62475/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/57549/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/46734/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/42649/', '2014 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/23854/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18386/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/18387/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11855/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33333/', '2009 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33334/', '2008 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33335/', '2007 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33336/', '2006 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/33337/']"
643,Tiso Blackstar Group,https://database.globalreporting.org/organizations/7435/,Large,Media,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74082/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/61528/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53064/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/23525/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/22271/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/22275/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/22276/']"
644,Tongaat Hulett,https://database.globalreporting.org/organizations/3945/,Large,Food and Beverage Products,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/79462/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/53541/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/42875/', '2015 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/33338/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/21434/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18643/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/13657/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/21473/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/10146/', '2010 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/9904/']"
645,Top Fix Holdings,https://database.globalreporting.org/organizations/4655/,Large,Construction Materials,za,Africa,"['2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/11854/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/25411/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26364/']"
646,Torre Industrial Holdings Limited,https://database.globalreporting.org/organizations/6700/,Large,Financial Services,za,Africa,"['2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60722/', '2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60723/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60724/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/60725/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/23513/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18449/']"
647,Total Client Services,https://database.globalreporting.org/organizations/4654/,Large,Computers,za,Africa,"['2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18388/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18389/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11853/']"
648,Total Kenya Ltd,https://database.globalreporting.org/organizations/16910/,Large,Energy Utilities,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62211/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54890/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54889/']"
649,Toyota South Africa,https://database.globalreporting.org/organizations/589/,Large,Automotive,za,Africa,"['2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/57557/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46887/', '2014 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/27377/', '2013 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/27330/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9705/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1599/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1094/']"
650,TPS Eastern Africa (Serena) Ltd,https://database.globalreporting.org/organizations/16911/,Large,Tourism/Leisure,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62212/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54892/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55732/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54891/']"
651,Tradehold,https://database.globalreporting.org/organizations/4653/,SME,Conglomerates,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60713/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57561/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57558/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34821/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22300/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22301/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22302/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11852/']"
652,Transaction Capital Limited,https://database.globalreporting.org/organizations/6685/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/75462/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62336/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57568/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46656/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34823/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/25003/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18450/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/18451/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18452/']"
653,Transcorp Hotels Plc.,https://database.globalreporting.org/organizations/17064/,Large,Tourism/Leisure,ng,Africa,['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55198/']
654,Trans Hex,https://database.globalreporting.org/organizations/6721/,MNE,Mining,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74172/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60708/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57562/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42822/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34822/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/21951/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18559/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/18561/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/18562/']"
655,Transnet,https://database.globalreporting.org/organizations/1513/,Large,Logistics,za,Africa,"['2019 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/74872/', '2018 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/61257/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/58019/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/46888/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/34825/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/21484/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18644/', '2012 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/13461/', '2011 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/20790/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/7585/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4870/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3387/']"
656,Transpaco,https://database.globalreporting.org/organizations/4652/,Large,Other,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74208/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60757/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57574/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/43071/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34827/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27334/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18390/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18391/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11851/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27329/']"
657,Trematon Capital,https://database.globalreporting.org/organizations/4651/,SME,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74194/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60726/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57585/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/43076/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/23515/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18394/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18393/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11850/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27339/']"
658,Trencor,https://database.globalreporting.org/organizations/4567/,Large,Logistics,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74731/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62338/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62337/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42861/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27167/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/20294/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11695/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18395/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27338/']"
659,Trustco,https://database.globalreporting.org/organizations/4650/,Large,Financial Services,za,Africa,"['2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/25412/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/25413/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26365/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/11849/']"
660,Trust Finance Bank Uganda,https://database.globalreporting.org/organizations/17090/,MNE,Financial Services,ug,Africa,['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55275/']
661,Truworths,https://database.globalreporting.org/organizations/590/,Large,Retailers,za,Africa,"['2019 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/74837/', '2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60444/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57598/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/46792/', '2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/34830/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/22595/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19057/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19059/', '2011 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/12750/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/9704/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4879/', '2008 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/3394/', '2007 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2294/', '2006 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1606/', '2005 - GRI - G2 GRI - G2: https://database.globalreporting.org/reports/1097/']"
662,Tsogo Sun,https://database.globalreporting.org/organizations/6738/,MNE,Tourism/Leisure,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62339/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/57590/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/42803/', '2015 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/33339/', '2014 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/24907/', '2013 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/18675/', '2012 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/19197/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27176/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/27175/']"
663,Turnall Holdings,https://database.globalreporting.org/organizations/7247/,Large,Construction Materials,zw,Africa,"['2017 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/62263/', '2016 - Citing - GRI Citing - GRI: https://database.globalreporting.org/reports/52449/', '2015 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/44901/', '2014 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/21309/', '2013 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15223/']"
664,Ububele,https://database.globalreporting.org/organizations/4649/,Large,Other,za,Africa,"['2015 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60758/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18396/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18397/', '2010 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60727/']"
665,Uchumi Supermarkets Ltd,https://database.globalreporting.org/organizations/17083/,Large,Household and Personal Products,ke,Africa,['2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55257/']
666,Uganda Manufacturers Association,https://database.globalreporting.org/organizations/21063/,Large,Non-Profit / Services,ug,Africa,['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/70665/']
667,Umeme Ltd.,https://database.globalreporting.org/organizations/17091/,Large,Energy Utilities,ug,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62959/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55277/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55276/']"
668,Umgeni Water,https://database.globalreporting.org/organizations/1036/,Large,Water Utilities,za,Africa,"['2019 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/77369/', '2018 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/75204/', '2017 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/58404/', '2016 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/45390/', '2015 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/48610/', '2014 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/24908/', '2013 - GRI - G4 GRI - G4: https://database.globalreporting.org/reports/18645/', '2012 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/15123/', '2011 - GRI - G3.1 GRI - G3.1: https://database.globalreporting.org/reports/7869/', '2010 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4893/', '2009 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/4894/', '2007 - GRI - G3 GRI - G3: https://database.globalreporting.org/reports/2302/']"
669,Unga Group Ltd,https://database.globalreporting.org/organizations/16912/,Large,Food and Beverage Products,ke,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62213/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/54898/']"
670,Unifreight Africa Limited,https://database.globalreporting.org/organizations/17147/,Large,Automotive,zw,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62264/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55441/']"
671,Union Atlantic Minerals Limited - previously Miranda Mineral Holdings.,https://database.globalreporting.org/organizations/6619/,Large,Metals Products,za,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60793/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/60794/', '2014 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/19102/', '2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18127/', '2012 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/18128/', '2011 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/26268/']"
672,Union Bank Nigeria,https://database.globalreporting.org/organizations/15305/,Large,Financial Services,ng,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62373/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/50143/']"
673,United Bank for Africa Plc. (UBA Nigeria),https://database.globalreporting.org/organizations/17065/,Large,Financial Services,ng,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62374/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55200/', '2016 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55199/']"
674,United Capital Plc.,https://database.globalreporting.org/organizations/17066/,Large,Financial Services,ng,Africa,"['2018 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/62383/', '2017 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/55201/']"
675,United Nations Environment Programme (UNEP),https://database.globalreporting.org/organizations/5514/,MNE,Non-Profit / Services,ke,Africa,['2013 - Non - GRI Non - GRI: https://database.globalreporting.org/reports/13802/']
676,Universal Uniforms (U) ltd,https://database.globalreporting.org/organizations/22151/,SME,Textiles and Apparel,ug,Africa,['2020 - GRI - Standards GRI - Standards: https://database.globalreporting.org/reports/79363/']
